,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Abundance,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Meta-Protein 1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000763165,0,0,0,0,0,0,0,0,0.000220994,0,0,0,0,0,0,0,0,0,0.000984159,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2206672371,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.98E-05,#DIV/0!
Meta-Protein 2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001126851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326131,0.001452983,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2207051224,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,4.40E-05,#DIV/0!
Meta-Protein 7589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001627941,0,0,0,0.000463679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209162,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2218167862,1,0.4787624411,,0.1604800306,1,0.4961271955,,6.34E-05,0,0.00E+00
Meta-Protein 3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0,0,0.000427046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548141,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2221246875,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.66E-05,0,0.00E+00
Meta-Protein 544,9.74E-05,0,0,0.000344353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441752,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2223001897,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.34E-05,0,0.00E+00
Meta-Protein 8818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234137,0,0,0.001062866,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2223791864,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,3.22E-05,#DIV/0!
Meta-Protein 2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203046,0,0,0,0,0,0.000724404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092745,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2229284766,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.81E-05,#DIV/0!
Meta-Protein 4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001104972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305951,0,0,0,0,0,0,0,0,0.001410923,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2237743247,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,4.28E-05,#DIV/0!
Meta-Protein 4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508776,0,0,0,0,0,0,0,0,0,0,0,0.000140607,0,0,0,0,0,0,0.000649384,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2239047411,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.97E-05,#DIV/0!
Meta-Protein 4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828729,0,0,0,0,0,0,0,0,0,0,0,0,0.00302267,0,0,0,0,0,0,0,0,0,0,0.003851399,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2244540792,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,0.0001167090606,#DIV/0!
Meta-Protein 3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000504965,0,0,0,0,0,0,0,0,0,0,0,0,0.000642243,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2250379559,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.95E-05,#DIV/0!
Meta-Protein 8057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496442,0,0,0.000134138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063058,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2254585253,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.91E-05,0,0.00E+00
Meta-Protein 1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436047,0.000117178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553225,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2258333677,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.68E-05,#DIV/0!
Meta-Protein 9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150989,0,0,0,0,0.00056243,0,0,0,0,0,0,0.000713419,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2259022527,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.16E-05,#DIV/0!
Meta-Protein 4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0.000385669,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2259989779,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.17E-05,#DIV/0!
Meta-Protein 1289,0,0,0.000145264,0,0,0,0.000550661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695925,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2271010856,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.11E-05,0,0.00E+00
Meta-Protein 3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000591979,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746538,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2278055706,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.26E-05,0,0.00E+00
Meta-Protein 8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452694,0.000117069,0,0,0.000569762,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2284566833,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.73E-05,#DIV/0!
Meta-Protein 4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301978,0,0,0,0,0,0,0,0,0,0,0,0.000379823,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2286727506,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.15E-05,#DIV/0!
Meta-Protein 2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0.00040349,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2298780493,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.22E-05,#DIV/0!
Meta-Protein 8796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828729,0,0,0,0,0,0,0,0,0,0,0,0,0.003274559,0,0,0,0,0,0,0,0,0,0,0.004103288,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2299206105,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,0.0001243420606,#DIV/0!
Meta-Protein 2656,0,0,0,0,0,0,0,0,0,0,0.000197941,0,0,0,0,0,0,0,0,0.000782918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098086,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2299891227,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.97E-05,0,0.00E+00
Meta-Protein 4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001757763,0,0,0,0,0,0,0,0,0,0,0,0.000444247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220201,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2300132863,1,0.4787624411,,0.1604800306,1,0.4961271955,,6.67E-05,0,0.00E+00
Meta-Protein 3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061775,0,0,0,0,0,0.00015569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773441,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.230202441,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.34E-05,#DIV/0!
Meta-Protein 4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235905,0,0,0,0.000954927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001190832,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.231548107,1,0.4787624411,,0.1604800306,1,0.4961271955,,3.61E-05,0,0.00E+00
Meta-Protein 1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002209945,0,0,0,0,0,0,0,0,0,0,0,0,0.00906801,0,0,0,0,0,0,0,0,0,0,0.011277955,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2324576818,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,0.0003417562121,#DIV/0!
Meta-Protein 3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122055,0,0,0.000502218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000624274,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2326432364,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.89E-05,0,0.00E+00
Meta-Protein 2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663067,0,0,0,0,0.000160979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000824046,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2327126504,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.50E-05,#DIV/0!
Meta-Protein 8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636841,0,0,0,0,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791401,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2327350487,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.40E-05,0,0.00E+00
Meta-Protein 8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213523,0,0,0,0,0,0,0,0,0,0,0,0,0.000888494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001102017,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2333912293,1,0.4787624411,,0.1604800306,1,0.4961271955,,3.34E-05,0,0.00E+00
Meta-Protein 7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147995,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766233,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2336513446,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.32E-05,0,0.00E+00
Meta-Protein 4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496032,0,0,0,0,0,0.002075765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002571797,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.233767579,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,7.79E-05,#DIV/0!
Meta-Protein 3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406091,9.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500815,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2353660516,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.52E-05,#DIV/0!
Meta-Protein 7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663904,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003282142,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2356992838,1,0.4787624411,,0.1604800306,1,0.4961271955,,9.95E-05,0,0.00E+00
Meta-Protein 3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86E-05,0,0,0,0,0,0,0,0,0,0.000304136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372775,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2375271121,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.13E-05,#DIV/0!
Meta-Protein 2394,0,0,0,0,0,0,0,0,0,0.000734862,0,0,0,0,0,0,0,0,0.000165481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000900343,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2376709273,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.73E-05,0,0.00E+00
Meta-Protein 3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046184,0,0,0,0,0.000563363,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2392311572,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.71E-05,#DIV/0!
Meta-Protein 3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468274,0,0,0.000569797,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2401198735,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.73E-05,#DIV/0!
Meta-Protein 3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570236,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2401798856,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.73E-05,#DIV/0!
Meta-Protein 3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001420858,0,0,0,0,0,0,0.000304136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001724994,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2409359107,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,5.23E-05,#DIV/0!
Meta-Protein 2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378896,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459385,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2414190802,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.39E-05,#DIV/0!
Meta-Protein 4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165344,0,0,0,0,0,0.000778412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943756,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2414248938,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.86E-05,#DIV/0!
Meta-Protein 7565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001479947,0,0,0,0.000309119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001789066,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2424885331,1,0.4787624411,,0.1604800306,1,0.4961271955,,5.42E-05,0,0.00E+00
Meta-Protein 2337,0,0,0,0,0,0,0,0,0,0.000146972,0,0,0,0,0.000705219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000852191,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2426291421,1,0.4787624411,,0.1604800306,1,0.4961271955,,2.58E-05,0,0.00E+00
Meta-Protein 3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0.000411777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494517,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2449102143,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.50E-05,0,0.00E+00
Meta-Protein 1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041557,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498242,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2455281853,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.51E-05,#DIV/0!
Meta-Protein 3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,0,0,0,0,0,0,0.000518941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620464,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2465562478,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,1.88E-05,#DIV/0!
Meta-Protein 1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366166,0,7.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437341,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2469502219,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.33E-05,0,0.00E+00
Meta-Protein 9593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251889,0.001325967,0,0,0,0,0,0,0,0,0,0.001577856,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2483426,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,4.78E-05,#DIV/0!
Meta-Protein 5749,0,0,0,0,0,0,0,0,0,0.000440917,0,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523657,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2490785594,1,0.4787624411,,0.1604800306,1,0.4961271955,,1.59E-05,0,0.00E+00
Meta-Protein 3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128849,0,0.000821466,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.249598153,1,0.4787624411,,0.1604800306,1,0.4961271955,,0,2.49E-05,#DIV/0!
